8.790982133963212153e-01,9.742446008949122715e-01,9.690685003643988438e-01
1.294082780512491593e-01,9.742446008949122715e-01,9.697677578358588901e-01
4.029393540811365693e-01,-1.026436275942847809e+00,-1.025913065710970296e+00
-9.201576314318071770e-01,9.742446008949122715e-01,9.856175938556187566e-01
1.187542072509739643e+00,9.742446008949122715e-01,9.716324444264188287e-01
2.106536959075967219e-01,-1.026436275942847809e+00,-1.026903680462205370e+00
-8.719525685891899025e-01,9.742446008949122715e-01,9.697677578358588901e-01
-4.707572743639446555e-01,-1.026436275942847809e+00,-1.027836023757485284e+00
3.883920738977048592e-01,9.742446008949122715e-01,9.821213064983187468e-01
1.079015529488366987e+00,9.742446008949122715e-01,9.767603325504589096e-01
-4.172178409854708780e-01,-1.026436275942847809e+00,-1.027894295213440223e+00
-1.598565572924487421e+00,9.742446008949122715e-01,9.767603325504589096e-01
-4.172178409854467307e-01,-1.026436275942847809e+00,-1.027195037741980288e+00
-5.706975500037630988e-01,-1.026436275942847809e+00,-1.023698750384680389e+00
-4.707572743639446555e-01,-1.026436275942847809e+00,-1.025213808239510360e+00
-5.706975500038053983e-01,-1.026436275942847809e+00,-1.025796522799060417e+00
1.187542072509838897e+00,9.742446008949122715e-01,9.662714704785589914e-01
-9.927667498041198302e-01,-1.026436275942847809e+00,-1.028535281228945220e+00
1.424327257283752424e+00,9.742446008949122715e-01,9.697677578358588901e-01
1.691665369125201490e+00,9.742446008949122715e-01,9.772265041980985334e-01
6.157924800068550475e-01,9.742446008949122715e-01,9.662714704785589914e-01
1.553819155206925817e+00,9.742446008949122715e-01,9.821213064983187468e-01
-5.488826158323946158e-01,9.742446008949122715e-01,9.767603325504589096e-01
6.148008920687050294e-01,-1.026436275942847809e+00,-1.028535281228945220e+00
1.244752496674175340e-01,-1.026436275942847809e+00,-1.026903680462205370e+00
-3.351856843965152211e-02,-1.026436275942847809e+00,-1.023698750384680389e+00
1.244752496674175340e-01,-1.026436275942847809e+00,-1.025213808239510360e+00
4.322128606946124690e-02,-1.026436275942847809e+00,-1.025213808239510360e+00
9.763552860897706243e-01,9.742446008949122715e-01,9.727978735455186099e-01
-8.715290950851666274e-01,9.742446008949122715e-01,9.662714704785589914e-01
1.928439215898872572e+00,9.742446008949122715e-01,9.697677578358588901e-01
3.996902876604162547e-01,-1.026436275942847809e+00,-1.027894295213440223e+00
2.164280959702215679e+00,9.742446008949122715e-01,9.662714704785589914e-01
-9.927667498041198302e-01,-1.026436275942847809e+00,-1.028535281228945220e+00
-1.231840911928802296e+00,-1.026436275942847809e+00,-1.025796522799060417e+00
6.148008920687050294e-01,-1.026436275942847809e+00,-1.027661209389620245e+00
-2.331690361338169259e-01,9.742446008949122715e-01,9.767603325504589096e-01
-1.404572666577940776e+00,9.742446008949122715e-01,9.662714704785589914e-01
4.322128606946124690e-02,-1.026436275942847809e+00,-1.023698750384680389e+00
-6.621322702699808938e-01,-1.026436275942847809e+00,-1.023698750384680389e+00
3.022182950378677901e-01,-1.026436275942847809e+00,-1.025913065710970296e+00
-9.201576314318912209e-01,9.742446008949122715e-01,9.821213064983187468e-01
-7.084804732167825359e-01,9.742446008949122715e-01,9.772265041980985334e-01
5.036604131243754834e-01,-1.026436275942847809e+00,-1.027428123565800266e+00
-3.021080592217262883e-01,-1.026436275942847809e+00,-1.025913065710970296e+00
-2.401258690412343411e-01,-1.026436275942847809e+00,-1.027428123565800266e+00
-5.488826158323946158e-01,9.742446008949122715e-01,9.727978735455186099e-01
-5.138740535674510834e-01,9.742446008949122715e-01,9.716324444264188287e-01
-3.610667279299731303e-01,-1.026436275942847809e+00,-1.027195037741980288e+00
-5.706975500037630988e-01,-1.026436275942847809e+00,-1.025796522799060417e+00
1.302452529826434002e+00,9.742446008949122715e-01,9.772265041980985334e-01
9.763552860897706243e-01,9.742446008949122715e-01,9.795573624362987619e-01
-6.784665477982150250e-01,9.742446008949122715e-01,9.688354145405789764e-01
-4.707572743639446555e-01,-1.026436275942847809e+00,-1.025213808239510360e+00
-5.488826158323946158e-01,9.742446008949122715e-01,9.690685003643988438e-01
-1.091515330939321959e+00,9.742446008949122715e-01,9.772265041980985334e-01
1.187542072509739643e+00,9.742446008949122715e-01,9.767603325504589096e-01
-1.052306292095699369e+00,-1.026436275942847809e+00,-1.025913065710970296e+00
-1.159861594299866017e+00,-1.026436275942847809e+00,-1.025213808239510360e+00
1.838701330638162323e+00,9.742446008949122715e-01,9.688354145405789764e-01
-1.831469033357862708e+00,9.742446008949122715e-01,9.716324444264188287e-01
3.022182950378677901e-01,-1.026436275942847809e+00,-1.027836023757485284e+00
2.164280959702138407e+00,9.742446008949122715e-01,9.716324444264188287e-01
-1.010120423673291690e+00,9.742446008949122715e-01,9.795573624362987619e-01
4.322128606946124690e-02,-1.026436275942847809e+00,-1.024572822224005364e+00
-1.134295170005427122e+00,-1.026436275942847809e+00,-1.027836023757485284e+00
-1.052306292095699369e+00,-1.026436275942847809e+00,-1.027195037741980288e+00
-1.023058797636690720e+00,-1.026436275942847809e+00,-1.027894295213440223e+00
-3.610667279299986654e-01,-1.026436275942847809e+00,-1.027894295213440223e+00
-1.184616386076998928e+00,-1.026436275942847809e+00,-1.026903680462205370e+00
5.363828143814596272e-01,9.742446008949122715e-01,9.688354145405789764e-01
-1.871274724277794399e-01,9.742446008949122715e-01,9.716324444264188287e-01
6.157924800068192983e-01,9.742446008949122715e-01,9.821213064983187468e-01
-1.208597590611117933e+00,-1.026436275942847809e+00,-1.026903680462205370e+00
-2.401258690412343411e-01,-1.026436275942847809e+00,-1.027661209389620245e+00
5.036604131244704075e-01,-1.026436275942847809e+00,-1.027195037741980288e+00
-3.351856843965152211e-02,-1.026436275942847809e+00,-1.024572822224005364e+00
1.424327257283752424e+00,9.742446008949122715e-01,9.856175938556187566e-01
5.036604131243754834e-01,-1.026436275942847809e+00,-1.028535281228945220e+00
7.126905857553937629e-02,9.742446008949122715e-01,9.707001011311389149e-01
3.193297283386806740e-01,9.742446008949122715e-01,9.727978735455186099e-01
-6.475431094882315719e-01,9.742446008949122715e-01,9.856175938556187566e-01
1.691665369125264551e+00,9.742446008949122715e-01,9.821213064983187468e-01
2.532700934560762618e-01,9.742446008949122715e-01,9.690685003643988438e-01
-1.748814583249846122e-01,-1.026436275942847809e+00,-1.027428123565800266e+00
1.691665369125264551e+00,9.742446008949122715e-01,9.795573624362987619e-01
-1.023058797636690720e+00,-1.026436275942847809e+00,-1.027894295213440223e+00
8.790982133963212153e-01,9.742446008949122715e-01,9.716324444264188287e-01
1.079015529488413616e+00,9.742446008949122715e-01,9.688354145405789764e-01
1.838701330638162323e+00,9.742446008949122715e-01,9.856175938556187566e-01
-1.885611987193364092e+00,9.742446008949122715e-01,9.688354145405789764e-01
-1.276246063102866035e+00,-1.026436275942847809e+00,-1.025796522799060417e+00
2.345158531404503588e+00,9.742446008949122715e-01,9.767603325504589096e-01
-1.748814583249547749e-01,-1.026436275942847809e+00,-1.027661209389620245e+00
5.036604131243754834e-01,-1.026436275942847809e+00,-1.027661209389620245e+00
1.691665369125264551e+00,9.742446008949122715e-01,9.707001011311389149e-01
6.157924800068192983e-01,9.742446008949122715e-01,9.772265041980985334e-01
7.205387920708583582e-01,9.742446008949122715e-01,9.697677578358588901e-01
3.193297283386806740e-01,9.742446008949122715e-01,9.856175938556187566e-01
-1.231840911928781868e+00,-1.026436275942847809e+00,-1.023698750384680389e+00
-1.351979034190648132e+00,9.742446008949122715e-01,9.697677578358588901e-01
1.691665369125264551e+00,9.742446008949122715e-01,9.727978735455186099e-01
-1.010120423673291690e+00,9.742446008949122715e-01,9.727978735455186099e-01
-5.488826158323946158e-01,9.742446008949122715e-01,9.795573624362987619e-01
-3.351856843971770528e-02,-1.026436275942847809e+00,-1.025796522799060417e+00
-4.172178409854953030e-01,-1.026436275942847809e+00,-1.025913065710970296e+00
-8.599477708459515313e-01,-1.026436275942847809e+00,-1.027661209389620245e+00
-4.707572743638979706e-01,-1.026436275942847809e+00,-1.027836023757485284e+00
1.691665369125264551e+00,9.742446008949122715e-01,9.690685003643988438e-01
-1.297469113296380261e+00,-1.026436275942847809e+00,-1.024572822224005364e+00
6.991726289135202776e-01,9.742446008949122715e-01,9.707001011311389149e-01
-1.318077002614647553e+00,-1.026436275942847809e+00,-1.023698750384680389e+00
-8.599477708459515313e-01,-1.026436275942847809e+00,-1.027661209389620245e+00
-1.134295170005427122e+00,-1.026436275942847809e+00,-1.025213808239510360e+00
-6.621322702699808938e-01,-1.026436275942847809e+00,-1.024572822224005364e+00
